2.562563944256233484e+01,1.738631855015820626e+00,2.002105842512155931e+01,0.000000000000000000e+00
2.663616865512311449e+01,1.791178400029260764e+00,2.004211685024312217e+01,0.000000000000000000e+00
2.764669786768389770e+01,1.843724945042700902e+00,2.006317527536468148e+01,0.000000000000000000e+00
2.865722708024467735e+01,1.896271490056141040e+00,2.008423370048624435e+01,0.000000000000000000e+00
2.966775629280545701e+01,1.948818035069581178e+00,2.010529212560780365e+01,0.000000000000000000e+00
3.067828550536624022e+01,2.001364580083021316e+00,2.012635055072936296e+01,0.000000000000000000e+00
3.168881471792701632e+01,2.053911125096461454e+00,2.014740897585092583e+01,0.000000000000000000e+00
3.269934393048779953e+01,2.106457670109901592e+00,2.016846740097248514e+01,0.000000000000000000e+00
3.370987314304858273e+01,2.159004215123341730e+00,2.018952582609404800e+01,0.000000000000000000e+00
3.472040235560935884e+01,2.211550760136781868e+00,2.021058425121560731e+01,0.000000000000000000e+00
3.588990734086274159e+01,2.215286633560415552e+00,2.052853579660080996e+01,0.000000000000000000e+00
3.705941232611612435e+01,2.219022506984049237e+00,2.084648734198601261e+01,0.000000000000000000e+00
3.822891731136950710e+01,2.222758380407682921e+00,2.116443888737121881e+01,0.000000000000000000e+00
3.939842229662288986e+01,2.226494253831316605e+00,2.148239043275642146e+01,0.000000000000000000e+00
4.056792728187626551e+01,2.230230127254950290e+00,2.180034197814162411e+01,0.000000000000000000e+00
4.173743226712964827e+01,2.233966000678583974e+00,2.211829352352682676e+01,0.000000000000000000e+00
4.290693725238303102e+01,2.237701874102217658e+00,2.243624506891202941e+01,0.000000000000000000e+00
4.407644223763641378e+01,2.241437747525851343e+00,2.275419661429723561e+01,0.000000000000000000e+00
4.524594722288979654e+01,2.245173620949485027e+00,2.307214815968243826e+01,0.000000000000000000e+00
4.641545220814317929e+01,2.248909494373118712e+00,2.339009970506764091e+01,0.000000000000000000e+00
4.759623344240955589e+01,2.219263976566901331e+00,2.341265220309363571e+01,0.000000000000000000e+00
4.877701467667593960e+01,2.189618458760683950e+00,2.343520470111963050e+01,0.000000000000000000e+00
4.995779591094231620e+01,2.159972940954467013e+00,2.345775719914562529e+01,0.000000000000000000e+00
5.113857714520869990e+01,2.130327423148249633e+00,2.348030969717162009e+01,0.000000000000000000e+00
